county_fips,county_name,cases,population,cases_per_100k
0500000US17031,Cook County,95138,5150233,1847.26
0500000US17033,Crawford County,20,18667,107.14
0500000US17035,Cumberland County,29,10766,269.37
0500000US17037,DeKalb County,637,104897,607.26
0500000US17039,De Witt County,18,15638,115.10
0500000US17041,Douglas County,61,19465,313.38
0500000US17043,DuPage County,9641,922921,1044.62
0500000US17045,Edgar County,19,17161,110.72
0500000US17047,Edwards County,5,6395,78.19
0500000US17049,Effingham County,30,34008,88.22
0500000US17051,Fayette County,24,21336,112.49
0500000US17053,Ford County,42,12961,324.05
0500000US17055,Franklin County,45,38469,116.98
0500000US17057,Fulton County,16,34340,46.59
0500000US17059,Gallatin County,6,4828,124.28
0500000US17061,Greene County,8,12969,61.69
0500000US17063,Grundy County,193,51054,378.03
0500000US17065,Hamilton County,7,8116,86.25
0500000US17067,Hancock County,20,17708,112.94
0500000US17069,Hardin County,2,3821,52.34
0500000US17071,Henderson County,8,6646,120.37
0500000US17073,Henry County,111,48913,226.93
0500000US17075,Iroquois County,175,27114,645.42
0500000US17077,Jackson County,351,56750,618.50
0500000US17079,Jasper County,47,9610,489.07
0500000US17081,Jefferson County,114,37684,302.52
0500000US17083,Jersey County,40,21773,183.71
0500000US17085,Jo Daviess County,54,21235,254.30
0500000US17087,Johnson County,27,12417,217.44
0500000US17089,Kane County,8078,532403,1517.27
0500000US17091,Kankakee County,1414,109862,1287.07
0500000US17093,Kendall County,1048,128990,812.47
0500000US17095,Knox County,168,49699,338.04
0500000US17097,Lake County,10318,696535,1481.33
0500000US17099,LaSalle County,254,108669,233.74
0500000US17101,Lawrence County,12,15678,76.54
0500000US17103,Lee County,105,34096,307.95
0500000US17105,Livingston County,54,35648,151.48
0500000US17107,Logan County,20,28618,69.89
0500000US17109,McDonough County,106,29682,357.12
0500000US17111,McHenry County,2248,307774,730.41
0500000US17113,McLean County,315,171517,183.66
0500000US17115,Macon County,250,104009,240.36
0500000US17117,Macoupin County,67,44926,149.13
0500000US17119,Madison County,1167,262966,443.78
0500000US17121,Marion County,77,37205,206.96
0500000US17123,Marshall County,12,11438,104.91
0500000US17125,Mason County,24,13359,179.65
0500000US17127,Massac County,16,13772,116.18
0500000US17129,Menard County,31,12196,254.18
0500000US17131,Mercer County,29,15437,187.86
0500000US17133,Monroe County,155,34637,447.50
0500000US17135,Montgomery County,73,28414,256.92
0500000US17137,Morgan County,134,33658,398.12
0500000US17139,Moultrie County,24,14501,165.51
0500000US17141,Ogle County,296,50643,584.48
0500000US17143,Peoria County,644,179179,359.42
0500000US17145,Perry County,61,20916,291.64
0500000US17147,Piatt County,21,16344,128.49
0500000US17149,Pike County,6,15561,38.56
0500000US17151,Pope County,1,4177,23.94
0500000US17153,Pulaski County,84,5335,1574.51
0500000US17155,Putnam County,1,5739,17.43
0500000US17157,Randolph County,310,31782,975.40
0500000US17159,Richland County,9,15513,58.02
0500000US17161,Rock Island County,1169,141879,823.94
0500000US17163,St. Clair County,2265,259686,872.21
0500000US17165,Saline County,16,23491,68.11
0500000US17167,Sangamon County,519,194672,266.60
0500000US17169,Schuyler County,13,6768,192.08
0500000US17171,Scott County,1,4951,20.20
0500000US17173,Shelby County,20,21634,92.45
0500000US17175,Stark County,6,5342,112.32
0500000US17177,Stephenson County,283,44498,635.98
0500000US17179,Tazewell County,172,131803,130.50
0500000US17181,Union County,205,16653,1231.01
0500000US17183,Vermilion County,89,75758,117.48
0500000US17185,Wabash County,23,11520,199.65
0500000US17187,Warren County,149,16844,884.59
0500000US17189,Washington County,25,13887,180.02
0500000US17191,Wayne County,18,16215,111.01
0500000US17193,White County,10,13537,73.87
0500000US17195,Whiteside County,209,55175,378.80
0500000US17197,Will County,7223,690743,1045.69
0500000US17199,Williamson County,155,66597,232.74
0500000US17201,Winnebago County,3156,282572,1116.88
0500000US17203,Woodford County,46,38459,119.61
0500000US18001,Adams County,49,35777,136.96
0500000US18003,Allen County,2939,379299,774.85
0500000US18005,Bartholomew County,597,83779,712.59
0500000US18007,Benton County,51,8748,582.99
0500000US18009,Blackford County,40,11758,340.19
0500000US18011,Boone County,482,67843,710.46
0500000US18013,Brown County,43,15092,284.92
0500000US18015,Carroll County,114,20257,562.77
0500000US18017,Cass County,1644,37689,4362.02
0500000US18019,Clark County,695,118302,587.48
0500000US18021,Clay County,64,26225,244.04
0500000US18023,Clinton County,290,32399,895.09
0500000US18025,Crawford County,33,10577,312.00
0500000US18027,Daviess County,150,33351,449.76
0500000US18029,Dearborn County,258,49458,521.66
0500000US18031,Decatur County,256,26559,963.89
0500000US18033,DeKalb County,169,43475,388.73
0500000US18035,Delaware County,471,114135,412.67
0500000US18037,Dubois County,304,42736,711.34
0500000US18039,Elkhart County,3539,206341,1715.12
0500000US18041,Fayette County,106,23102,458.84
0500000US18043,Floyd County,406,78522,517.05
0500000US18045,Fountain County,35,16346,214.12
0500000US18047,Franklin County,127,22758,558.05
0500000US18049,Fulton County,73,19974,365.48
0500000US18051,Gibson County,120,33659,356.52
0500000US18053,Grant County,318,65769,483.51
0500000US18055,Greene County,194,31922,607.73
0500000US18057,Hamilton County,1691,338011,500.28
0500000US18059,Hancock County,467,78168,597.43
0500000US18061,Harrison County,217,40515,535.60
0500000US18063,Hendricks County,1454,170311,853.73
0500000US18065,Henry County,300,47972,625.37
0500000US18067,Howard County,598,82544,724.46
0500000US18069,Huntington County,94,36520,257.39
0500000US18071,Jackson County,478,44231,1080.69
0500000US18073,Jasper County,135,33562,402.24
0500000US18075,Jay County,70,20436,342.53
0500000US18077,Jefferson County,86,32308,266.19
0500000US18079,Jennings County,179,27735,645.39
0500000US18081,Johnson County,1340,158167,847.21
0500000US18083,Knox County,71,36594,194.02
0500000US18085,Kosciusko County,575,79456,723.67
0500000US18087,LaGrange County,484,39614,1221.79
0500000US18089,Lake County,5588,485493,1151.00
0500000US18091,LaPorte County,616,109888,560.57
0500000US18093,Lawrence County,252,45370,555.43
0500000US18095,Madison County,674,129569,520.19
0500000US18097,Marion County,12019,964582,1246.03
0500000US18099,Marshall County,544,46258,1176.01
0500000US18101,Martin County,26,10255,253.54
0500000US18103,Miami County,193,35516,543.42
0500000US18105,Monroe County,340,148431,229.06
0500000US18107,Montgomery County,297,38338,774.69
0500000US18109,Morgan County,342,70489,485.18
0500000US18111,Newton County,100,13984,715.10
0500000US18113,Noble County,513,47744,1074.48
0500000US18115,Ohio County,23,5875,391.49
0500000US18117,Orange County,137,19646,697.34
0500000US18119,Owen County,52,20799,250.01
0500000US18121,Parke County,27,16937,159.41
0500000US18123,Perry County,147,19169,766.86
0500000US18125,Pike County,11,12389,88.79
0500000US18127,Porter County,826,170389,484.77
0500000US18129,Posey County,57,25427,224.17
0500000US18131,Pulaski County,66,12353,534.28
0500000US18133,Putnam County,173,37576,460.40
0500000US18135,Randolph County,79,24665,320.29
0500000US18137,Ripley County,130,28324,458.98
0500000US18139,Rush County,61,16581,367.89
0500000US18141,St. Joseph County,2106,271826,774.76
0500000US18143,Scott County,164,23873,686.97
0500000US18145,Shelby County,454,44729,1015.00
0500000US18147,Spencer County,54,20277,266.31
0500000US18149,Starke County,104,22995,452.27
0500000US18151,Steuben County,136,34594,393.13
0500000US18153,Sullivan County,50,20669,241.91
0500000US18155,Switzerland County,32,10751,297.65
0500000US18157,Tippecanoe County,770,195732,393.40
0500000US18159,Tipton County,32,15148,211.25
0500000US18161,Union County,14,7054,198.47
0500000US18163,Vanderburgh County,727,181451,400.66
0500000US18165,Vermillion County,20,15498,129.05
0500000US18167,Vigo County,252,107038,235.43
0500000US18169,Wabash County,116,30996,374.24
0500000US18171,Warren County,15,8265,181.49
0500000US18173,Warrick County,250,62998,396.84
0500000US18175,Washington County,68,28036,242.55
0500000US18177,Wayne County,154,65884,233.74
0500000US18179,Wells County,82,28296,289.79
0500000US18181,White County,274,24102,1136.84
0500000US18183,Whitley County,106,33964,312.10
0500000US19001,Adair County,17,7152,237.70
0500000US19003,Adams County,8,3602,222.10
0500000US19005,Allamakee County,138,13687,1008.26
0500000US19007,Appanoose County,21,12426,169.00
0500000US19009,Audubon County,16,5496,291.12
0500000US19011,Benton County,75,25645,292.46
0500000US19013,Black Hawk County,2490,131228,1897.46
0500000US19015,Boone County,167,26234,636.58
0500000US19017,Bremer County,110,25062,438.91
0500000US19019,Buchanan County,63,21175,297.52
0500000US19021,Buena Vista County,1735,19620,8843.02
0500000US19023,Butler County,66,14439,457.10
0500000US19025,Calhoun County,61,9668,630.95
0500000US19027,Carroll County,113,20165,560.38
0500000US19029,Cass County,27,12836,210.35
0500000US19031,Cedar County,95,18627,510.01
0500000US19033,Cerro Gordo County,276,42450,650.18
0500000US19035,Cherokee County,83,11235,738.76
0500000US19037,Chickasaw County,29,11933,243.02
0500000US19039,Clarke County,143,9395,1522.09
0500000US19041,Clay County,148,16016,924.08
0500000US19043,Clayton County,48,17549,273.52
0500000US19045,Clinton County,132,46429,284.31
0500000US19047,Crawford County,680,16820,4042.81
0500000US19049,Dallas County,1384,93453,1480.96
0500000US19051,Davis County,42,9000,466.67
0500000US19053,Decatur County,13,7870,165.18
0500000US19055,Delaware County,56,17011,329.20
0500000US19057,Des Moines County,100,38967,256.63
0500000US19059,Dickinson County,298,17258,1726.74
0500000US19061,Dubuque County,929,97311,954.67
0500000US19063,Emmet County,95,9208,1031.71
0500000US19065,Fayette County,56,19650,284.99
0500000US19067,Floyd County,81,15642,517.84
0500000US19069,Franklin County,104,10070,1032.77
0500000US19071,Fremont County,10,6960,143.68
0500000US19073,Greene County,30,8888,337.53
0500000US19075,Grundy County,47,12232,384.24
0500000US19077,Guthrie County,73,10689,682.95
0500000US19079,Hamilton County,200,14773,1353.82
0500000US19081,Hancock County,60,10630,564.44
0500000US19083,Hardin County,89,16846,528.32
0500000US19085,Harrison County,60,14049,427.08
0500000US19087,Henry County,93,19954,466.07
0500000US19089,Howard County,37,9158,404.02
0500000US19091,Humboldt County,59,9558,617.28
0500000US19093,Ida County,23,6860,335.28
0500000US19095,Iowa County,63,16184,389.27
0500000US19097,Jackson County,56,19439,288.08
0500000US19099,Jasper County,339,37185,911.66
0500000US19101,Jefferson County,62,18295,338.89
0500000US19103,Johnson County,1426,151140,943.50
0500000US19105,Jones County,70,20681,338.48
0500000US19107,Keokuk County,23,10246,224.48
0500000US19109,Kossuth County,42,14813,283.54
0500000US19111,Lee County,54,33657,160.44
0500000US19113,Linn County,1377,226706,607.40
0500000US19115,Louisa County,365,11035,3307.66
0500000US19117,Lucas County,34,8600,395.35
0500000US19119,Lyon County,56,11755,476.39
0500000US19121,Madison County,55,16338,336.64
0500000US19123,Mahaska County,119,22095,538.58
0500000US19125,Marion County,80,33253,240.58
0500000US19127,Marshall County,1091,39369,2771.22
0500000US19129,Mills County,47,15109,311.07
0500000US19131,Mitchell County,44,10586,415.64
0500000US19133,Monona County,78,8615,905.40
0500000US19135,Monroe County,51,7707,661.74
0500000US19137,Montgomery County,12,9917,121.00
0500000US19139,Muscatine County,686,42664,1607.91
0500000US19141,O'Brien County,94,13753,683.49
0500000US19143,Osceola County,68,5958,1141.32
0500000US19145,Page County,20,15107,132.39
0500000US19147,Palo Alto County,49,8886,551.43
0500000US19149,Plymouth County,346,25177,1374.27
0500000US19151,Pocahontas County,107,6619,1616.56
0500000US19153,Polk County,7302,490161,1489.72
0500000US19155,Pottawattamie County,817,93206,876.55
0500000US19157,Poweshiek County,112,18504,605.28
0500000US19159,Ringgold County,16,4894,326.93
0500000US19161,Sac County,66,9721,678.94
0500000US19163,Scott County,1019,172943,589.21
0500000US19165,Shelby County,120,11454,1047.67
0500000US19167,Sioux County,500,34855,1434.51
0500000US19169,Story County,857,97117,882.44
0500000US19171,Tama County,483,16854,2865.79
0500000US19173,Taylor County,81,6121,1323.31
0500000US19175,Union County,38,12241,310.43
0500000US19177,Van Buren County,21,7044,298.13
0500000US19179,Wapello County,714,34969,2041.81
0500000US19181,Warren County,316,51466,614.00
0500000US19183,Washington County,250,21965,1138.17
0500000US19185,Wayne County,11,6441,170.78
0500000US19187,Webster County,355,35904,988.75
0500000US19189,Winnebago County,34,10354,328.38
0500000US19191,Winneshiek County,45,19991,225.10
0500000US19193,Woodbury County,3327,103107,3226.75
0500000US19195,Worth County,22,7381,298.06
0500000US19197,Wright County,397,12562,3160.33
0500000US20001,Allen County,6,12369,48.51
0500000US20003,Anderson County,8,7858,101.81
0500000US20005,Atchison County,42,16073,261.31
0500000US20007,Barber County,2,4427,45.18
0500000US20009,Barton County,61,25779,236.63
0500000US20011,Bourbon County,39,14534,268.34
0500000US20013,Brown County,19,9564,198.66
0500000US20015,Butler County,92,66911,137.50
0500000US20017,Chase County,5,2648,188.82
0500000US20019,Chautauqua County,5,3250,153.85
0500000US20021,Cherokee County,47,19939,235.72
0500000US20023,Cheyenne County,2,2657,75.27
0500000US20025,Clark County,34,1994,1705.12
0500000US20027,Clay County,10,8002,124.97
0500000US20029,Cloud County,26,8786,295.93
0500000US20031,Coffey County,53,8179,648.00
0500000US20033,Comanche County,3,1700,176.47
0500000US20035,Cowley County,79,34908,226.31
0500000US20037,Crawford County,301,38818,775.41
0500000US20039,Decatur County,0,2827,0.00
0500000US20041,Dickinson County,15,18466,81.23
0500000US20043,Doniphan County,27,7600,355.26
0500000US20045,Douglas County,415,122259,339.44
0500000US20047,Edwards County,8,2798,285.92
0500000US20049,Elk County,1,2530,39.53
0500000US20051,Ellis County,44,28553,154.10
0500000US20053,Ellsworth County,11,6102,180.27
0500000US20055,Finney County,1604,36467,4398.50
0500000US20057,Ford County,2028,33619,6032.30
0500000US20059,Franklin County,89,25544,348.42
0500000US20061,Geary County,115,31670,363.12
0500000US20063,Gove County,2,2636,75.87
0500000US20065,Graham County,6,2482,241.74
0500000US20067,Grant County,51,7150,713.29
0500000US20069,Gray County,30,5988,501.00
0500000US20071,Greeley County,0,1232,0.00
0500000US20073,Greenwood County,11,5982,183.89
0500000US20075,Hamilton County,35,2539,1378.50
0500000US20077,Harper County,2,5436,36.79
0500000US20079,Harvey County,66,34429,191.70
0500000US20081,Haskell County,34,3968,856.86
0500000US20083,Hodgeman County,9,1794,501.67
0500000US20085,Jackson County,117,13171,888.32
0500000US20087,Jefferson County,37,19043,194.30
0500000US20089,Jewell County,4,2879,138.94
0500000US20091,Johnson County,2857,602401,474.27
0500000US20093,Kearny County,48,3838,1250.65
0500000US20095,Kingman County,4,7152,55.93
0500000US20097,Kiowa County,3,2475,121.21
0500000US20099,Labette County,66,19618,336.43
0500000US20101,Lane County,5,1535,325.73
0500000US20103,Leavenworth County,1232,81758,1506.89
0500000US20105,Lincoln County,1,2962,33.76
0500000US20107,Linn County,17,9703,175.20
0500000US20109,Logan County,1,2794,35.79
0500000US20111,Lyon County,508,33195,1530.35
0500000US20113,McPherson County,90,28542,315.33
0500000US20115,Marion County,22,11884,185.12
0500000US20117,Marshall County,2,9707,20.60
0500000US20119,Meade County,32,4033,793.45
0500000US20121,Miami County,57,34237,166.49
0500000US20123,Mitchell County,11,5979,183.98
0500000US20125,Montgomery County,58,31829,182.22
0500000US20127,Morris County,5,5620,88.97
0500000US20129,Morton County,7,2587,270.58
0500000US20131,Nemaha County,31,10231,303.00
0500000US20133,Neosho County,39,16007,243.64
0500000US20135,Ness County,4,2750,145.46
0500000US20137,Norton County,13,5361,242.49
0500000US20139,Osage County,28,15949,175.56
0500000US20141,Osborne County,3,3421,87.69
0500000US20143,Ottawa County,15,5704,262.97
0500000US20145,Pawnee County,5,6414,77.95
0500000US20147,Phillips County,28,5234,534.96
0500000US20149,Pottawatomie County,89,24383,365.01
0500000US20151,Pratt County,13,9164,141.86
0500000US20153,Rawlins County,0,2530,0.00
0500000US20155,Reno County,121,61998,195.17
0500000US20157,Republic County,12,4636,258.84
0500000US20159,Rice County,7,9537,73.40
0500000US20161,Riley County,312,74232,420.30
0500000US20163,Rooks County,9,4920,182.93
0500000US20165,Rush County,3,3036,98.81
0500000US20167,Russell County,1,6856,14.59
0500000US20169,Saline County,192,54224,354.09
0500000US20171,Scott County,17,4823,352.48
0500000US20173,Sedgwick County,2074,516042,401.91
0500000US20175,Seward County,1048,21428,4890.80
0500000US20177,Shawnee County,990,176875,559.72
0500000US20179,Sheridan County,6,2521,238.00
0500000US20181,Sherman County,7,5917,118.30
0500000US20183,Smith County,3,3583,83.73
0500000US20185,Stafford County,1,4156,24.06
0500000US20187,Stanton County,12,2006,598.21
0500000US20189,Stevens County,33,5485,601.64
0500000US20191,Sumner County,26,22836,113.86
0500000US20193,Thomas County,17,7777,218.59
0500000US20195,Trego County,2,2803,71.35
0500000US20197,Wabaunsee County,38,6931,548.26
0500000US20199,Wallace County,0,1518,0.00
0500000US20201,Washington County,1,5406,18.50
0500000US20203,Wichita County,0,2119,0.00
0500000US20205,Wilson County,4,8525,46.92
0500000US20207,Woodson County,10,3138,318.67
0500000US20209,Wyandotte County,2939,165429,1776.59
0500000US21001,Adair County,141,19202,734.30
0500000US21003,Allen County,190,21315,891.39
0500000US21005,Anderson County,31,22747,136.28
0500000US21007,Ballard County,17,7888,215.52
0500000US21009,Barren County,124,44249,280.23
0500000US21011,Bath County,21,12500,168.00
0500000US21013,Bell County,92,26032,353.41
0500000US21015,Boone County,712,133581,533.01
0500000US21017,Bourbon County,41,19788,207.20
0500000US21019,Boyd County,81,46718,173.38
0500000US21021,Boyle County,43,30060,143.05
0500000US21023,Bracken County,19,8303,228.83
0500000US21025,Breathitt County,15,12630,118.77
0500000US21027,Breckinridge County,29,20477,141.62
0500000US21029,Bullitt County,173,81676,211.81
0500000US21031,Butler County,264,12879,2049.85
0500000US21033,Caldwell County,32,12747,251.04
0500000US21035,Calloway County,107,39001,274.35
0500000US21037,Campbell County,323,93584,345.14
0500000US21039,Carlisle County,10,4760,210.08
0500000US21041,Carroll County,77,10631,724.30
0500000US21043,Carter County,37,26797,138.08
0500000US21045,Casey County,41,16159,253.73
0500000US21047,Christian County,277,70461,393.13
0500000US21049,Clark County,112,36263,308.86
0500000US21051,Clay County,82,19901,412.04
0500000US21053,Clinton County,6,10218,58.72
0500000US21055,Crittenden County,11,8806,124.92
0500000US21057,Cumberland County,6,6614,90.72
0500000US21059,Daviess County,499,101511,491.57
0500000US21061,Edmonson County,76,12150,625.51
0500000US21063,Elliott County,3,7517,39.91
0500000US21065,Estill County,6,14106,42.54
0500000US21067,Fayette County,1814,323152,561.35
0500000US21069,Fleming County,27,14581,185.17
0500000US21071,Floyd County,40,35589,112.39
0500000US21073,Franklin County,163,50991,319.66
0500000US21075,Fulton County,27,5969,452.34
0500000US21077,Gallatin County,68,8869,766.72
0500000US21079,Garrard County,39,17666,220.76
0500000US21081,Grant County,64,25069,255.30
0500000US21083,Graves County,287,37266,770.14
0500000US21085,Grayson County,147,26427,556.25
0500000US21087,Green County,9,10941,82.26
0500000US21089,Greenup County,44,35098,125.36
0500000US21091,Hancock County,26,8722,298.10
0500000US21093,Hardin County,259,110958,233.42
0500000US21095,Harlan County,37,26010,142.25
0500000US21097,Harrison County,81,18886,428.89
0500000US21099,Hart County,47,19035,246.91
0500000US21101,Henderson County,199,45210,440.17
0500000US21103,Henry County,43,16126,266.65
0500000US21105,Hickman County,7,4380,159.82
0500000US21107,Hopkins County,305,44686,682.54
0500000US21109,Jackson County,116,13329,870.28
0500000US21111,Jefferson County,4522,766757,589.76
0500000US21113,Jessamine County,135,54115,249.47
0500000US21115,Johnson County,11,22188,49.58
0500000US21117,Kenton County,879,166998,526.35
0500000US21119,Knott County,16,14806,108.06
0500000US21121,Knox County,94,31145,301.81
0500000US21123,Larue County,19,14398,131.96
0500000US21125,Laurel County,187,60813,307.50
0500000US21127,Lawrence County,11,15317,71.82
0500000US21129,Lee County,1,7403,13.51
0500000US21131,Leslie County,11,9877,111.37
0500000US21133,Letcher County,19,21553,88.16
0500000US21135,Lewis County,22,13275,165.73
0500000US21137,Lincoln County,51,24549,207.75
0500000US21139,Livingston County,16,9194,174.03
0500000US21141,Logan County,245,27102,903.99
0500000US21143,Lyon County,21,8210,255.79
0500000US21145,McCracken County,193,65418,295.03
0500000US21147,McCreary County,18,17231,104.46
0500000US21149,McLean County,28,9207,304.12
0500000US21151,Madison County,183,92987,196.80
0500000US21153,Magoffin County,7,12161,57.56
0500000US21155,Marion County,63,19273,326.88
0500000US21157,Marshall County,69,31100,221.87
0500000US21159,Martin County,12,11195,107.19
0500000US21161,Mason County,39,17070,228.47
0500000US21163,Meade County,32,28572,112.00
0500000US21165,Menifee County,14,6489,215.75
0500000US21167,Mercer County,29,21933,132.22
0500000US21169,Metcalfe County,16,10071,158.87
0500000US21171,Monroe County,48,10650,450.70
0500000US21173,Montgomery County,64,28157,227.30
0500000US21175,Morgan County,13,13309,97.68
0500000US21177,Muhlenberg County,534,30622,1743.84
0500000US21179,Nelson County,114,46233,246.58
0500000US21181,Nicholas County,13,7269,178.84
0500000US21183,Ohio County,217,23994,904.39
0500000US21185,Oldham County,167,66799,250.00
0500000US21187,Owen County,10,10901,91.74
0500000US21189,Owsley County,3,4415,67.95
0500000US21191,Pendleton County,22,14590,150.79
0500000US21193,Perry County,83,25758,322.23
0500000US21195,Pike County,120,57876,207.34
0500000US21197,Powell County,10,12359,80.91
0500000US21199,Pulaski County,125,64979,192.37
0500000US21201,Robertson County,1,2108,47.44
0500000US21203,Rockcastle County,32,16695,191.67
0500000US21205,Rowan County,30,24460,122.65
0500000US21207,Russell County,62,17923,345.92
0500000US21209,Scott County,126,57004,221.04
0500000US21211,Shelby County,565,49024,1152.50
0500000US21213,Simpson County,87,18572,468.45
0500000US21215,Spencer County,48,19351,248.05
0500000US21217,Taylor County,51,25769,197.91
0500000US21219,Todd County,28,12294,227.75
0500000US21221,Trigg County,28,14651,191.11
0500000US21223,Trimble County,15,8471,177.08
0500000US21225,Union County,31,14381,215.56
0500000US21227,Warren County,1722,132896,1295.75
0500000US21229,Washington County,30,12095,248.04
0500000US21231,Wayne County,20,20333,98.36
0500000US21233,Webster County,53,12942,409.52
0500000US21235,Whitley County,51,36264,140.64
0500000US21237,Wolfe County,4,7157,55.89
0500000US21239,Woodford County,81,26734,302.99
0500000US22001,Acadia Parish,1297,62045,2090.42
0500000US22003,Allen Parish,444,25627,1732.55
0500000US22005,Ascension Parish,1564,126604,1235.35
0500000US22007,Assumption Parish,415,21891,1895.76
0500000US22009,Avoyelles Parish,475,40144,1183.24
0500000US22011,Beauregard Parish,350,37497,933.41
0500000US22013,Bienville Parish,261,13241,1971.15
0500000US22015,Bossier Parish,1254,127039,987.10
0500000US22017,Caddo Parish,4276,240204,1780.15
0500000US22019,Calcasieu Parish,3061,203436,1504.65
0500000US22021,Caldwell Parish,126,9918,1270.42
0500000US22023,Cameron Parish,97,6973,1391.08
0500000US22025,Catahoula Parish,214,9494,2254.06
0500000US22027,Claiborne Parish,147,15670,938.10
0500000US22029,Concordia Parish,147,19259,763.28
0500000US22031,De Soto Parish,423,27463,1540.25
0500000US22033,East Baton Rouge Parish,6989,440059,1588.20
0500000US22035,East Carroll Parish,454,6861,6617.11
0500000US22037,East Feliciana Parish,354,19135,1850.01
0500000US22039,Evangeline Parish,322,33395,964.22
0500000US22041,Franklin Parish,554,20015,2767.92
0500000US22043,Grant Parish,124,22389,553.84
0500000US22045,Iberia Parish,1228,69830,1758.56
0500000US22047,Iberville Parish,820,32511,2522.22
0500000US22049,Jackson Parish,234,15744,1486.28
0500000US22051,Jefferson Parish,10995,432493,2542.24
0500000US22053,Jefferson Davis Parish,597,31368,1903.21
0500000US22055,Lafayette Parish,3707,244390,1516.84
0500000US22057,Lafourche Parish,1531,97614,1568.42
0500000US22059,La Salle Parish,120,14892,805.80
0500000US22061,Lincoln Parish,432,46742,924.22
0500000US22063,Livingston Parish,1484,140789,1054.06
0500000US22065,Madison Parish,415,10951,3789.61
0500000US22067,Morehouse Parish,282,24874,1133.71
0500000US22069,Natchitoches Parish,401,38158,1050.89
0500000US22071,Orleans Parish,8598,390144,2203.80
0500000US22073,Ouachita Parish,3079,153279,2008.76
0500000US22075,Plaquemines Parish,306,23197,1319.14
0500000US22077,Pointe Coupee Parish,371,21730,1707.32
0500000US22079,Rapides Parish,1978,129648,1525.67
0500000US22081,Red River Parish,78,8442,923.95
0500000US22083,Richland Parish,272,20122,1351.75
0500000US22085,Sabine Parish,194,23884,812.26
0500000US22087,St. Bernard Parish,702,47244,1485.90
0500000US22089,St. Charles Parish,866,53100,1630.89
0500000US22091,St. Helena Parish,120,10132,1184.37
0500000US22093,St. James Parish,441,21096,2090.44
0500000US22095,St. John the Baptist Parish,1076,42837,2511.85
0500000US22097,St. Landry Parish,1080,82124,1315.09
0500000US22099,St. Martin Parish,999,53431,1869.70
0500000US22101,St. Mary Parish,741,49348,1501.58
0500000US22103,St. Tammany Parish,3101,260419,1190.77
0500000US22105,Tangipahoa Parish,1874,134758,1390.64
0500000US22107,Tensas Parish,32,4334,738.35
0500000US22109,Terrebonne Parish,1588,110461,1437.61
0500000US22111,Union Parish,474,22108,2144.02
0500000US22113,Vermilion Parish,532,59511,893.95
0500000US22115,Vernon Parish,263,47429,554.51
0500000US22117,Washington Parish,824,46194,1783.78
0500000US22119,Webster Parish,528,38340,1377.15
0500000US22121,West Baton Rouge Parish,371,26465,1401.85
0500000US22123,West Carroll Parish,169,10830,1560.48
0500000US22125,West Feliciana Parish,261,15568,1676.52
0500000US22127,Winn Parish,287,13904,2064.15
0500000US23001,Androscoggin County,501,108277,462.70
0500000US23003,Aroostook County,24,67055,35.79
0500000US23005,Cumberland County,1872,295003,634.57
0500000US23007,Franklin County,42,30199,139.08
0500000US23009,Hancock County,18,54987,32.74
0500000US23011,Kennebec County,146,122302,119.38
0500000US23013,Knox County,25,39772,62.86
0500000US23015,Lincoln County,26,34634,75.07
0500000US23017,Oxford County,45,57975,77.62
0500000US23019,Penobscot County,124,152148,81.50
0500000US23021,Piscataquis County,5,16785,29.79
0500000US23023,Sagadahoc County,34,35856,94.82
0500000US23025,Somerset County,31,50484,61.41
0500000US23027,Waldo County,59,39715,148.56
0500000US23029,Washington County,5,31379,15.93
0500000US23031,York County,572,207641,275.48
0500000US24001,Allegany County,216,70416,306.75
0500000US24003,Anne Arundel County,5471,579234,944.52
0500000US24005,Baltimore County,8675,827370,1048.50
0500000US24009,Calvert County,445,92525,480.95
0500000US24011,Caroline County,334,33406,999.82
0500000US24013,Carroll County,1210,168447,718.33
0500000US24015,Cecil County,526,102855,511.40
0500000US24017,Charles County,1502,163257,920.02
0500000US24019,Dorchester County,209,31929,654.58
0500000US24021,Frederick County,2586,259547,996.35
0500000US24023,Garrett County,22,29014,75.83
0500000US24025,Harford County,1262,255441,494.05
0500000US24027,Howard County,2793,325690,857.56
0500000US24029,Kent County,204,19422,1050.36
0500000US24031,Montgomery County,15623,1050688,1486.93
0500000US24033,Prince George's County,19598,909327,2155.22
0500000US24035,Queen Anne's County,287,50381,569.66
0500000US24037,St. Mary's County,689,113510,607.00
0500000US24039,Somerset County,98,25616,382.57
0500000US24041,Talbot County,184,37181,494.88
0500000US24043,Washington County,720,151049,476.67
0500000US24045,Wicomico County,1130,103609,1090.64
0500000US24047,Worcester County,316,52276,604.48
0500000US24510,Baltimore City,8367,593490,1409.80
0500000US25001,Barnstable County,1574,212990,739.00
0500000US25003,Berkshire County,611,124944,489.02
0500000US25005,Bristol County,8442,565217,1493.59
0500000US25007,Dukes County,59,17332,340.41
0500000US25009,Essex County,16452,789034,2085.08
0500000US25011,Franklin County,384,70180,547.16
0500000US25013,Hampden County,6974,466372,1495.37
0500000US25015,Hampshire County,1001,160830,622.40
0500000US25017,Middlesex County,24436,1611699,1516.16
0500000US25019,Nantucket County,22,11399,193.00
0500000US25021,Norfolk County,9440,706775,1335.64
